Name,Address,Facilities,Avg_price_per_night,Rating
Bestvile Hotel,"Port Harcourt, Rivers - No. 31 Ahoda Street Rumuibekwe Housing Estate, By ...",,"₦12,000avg/night",
Le-Eldera Hotel," Port Harcourt, Rivers - 1 Glass House, Convenant Avenue Off Stadium Road, ...",RestaurantPoolBar,"₦26,000avg/night",
Viontel Hotel,"PORT HARCORT, Rivers -  Plot 96 Stadium Road,GRA Phase IV,Rumuomasi,Port ...",RestaurantPoolBar,"₦25,000avg/night",
1804 Boutique Hotel,", Rivers - Off Elekahia-Rumukalagbor Link Rd. Port Harcourt",,"₦15,000avg/night",
Modex Hotel,"Port Harcourt, Rivers - 22 Professor Abowei Street, GRA 500272, Port Harco...",,"₦13,500avg/night",
Royal Diamond Hotel,"Port Harcourt, Rivers - 1 Chief Mba Close Before Artillery Junction Aba Ex...",InternetRestaurantBar,"₦8,000avg/night",
Max-Chef Hotels Limited,"Port Harcourt, Rivers -  4 Maxwel Owabie Street, Iwofe Road By Ada George ...",Restaurant,"₦6,000avg/night",
Progress Lovers Guest House,"Bonny Island, Rivers - Plot 431A Zone 6 (G.R.A) Finima, Bonny Island,",RestaurantBar,"₦6,000avg/night",
Daffodil Meridien Hotel,"Port Harcourt, Rivers - 203 Eneka/Igwuruta Road, Opposite Model Primary Sc...",PoolBarGym,"₦7,000avg/night",7.0 Very GoodFrom 1 review
Everyday Check Inn Limited,"Port Harcourt, Rivers -  26 Elelenwo Street. GRA",InternetRestaurant,"₦15,500avg/night",9.2 ExcellentFrom 2 reviews
Davidson International Hotel,"Port Harcourt, Rivers - 34 Deeper Life Road, Off 175 Abuloma Road, Port Ha...",RestaurantBar,"₦4,800avg/night",7.3 Very GoodFrom 3 reviews
Beverly Hills Hotel ,"Port Harcourt, Rivers - 130 Woji Road, GRA Phase II  ",InternetRestaurantPoolBar,"₦9,000avg/night",5.8 GoodFrom 38 reviews
Sanclin Hotel,"Port Harcourt, Rivers - Plot 4 Eternity Close Off Eliparanwo,Off Ada Georg...",RestaurantBar,"₦6,500avg/night",6.5 Very GoodFrom 2 reviews
Ivory Hotels ,"Port Harcourt, Rivers - Ohia Ogologo Layout, Nkpolu Rumuigbo By Mercyland,...",RestaurantBar,"₦6,500avg/night",5.4 GoodFrom 6 reviews
Ferguson International Guest House,"Port Harcourt, Rivers - 1 Elelenwo Str. GRA Phase I.",Restaurant,"₦6,000avg/night",3.4 FairFrom 3 reviews
Wingate House Hotel,"Port Harcourt, Rivers - 15 Ohia Mini Road, Rumuigbo",RestaurantBar,"₦12,810avg/night",7.6 Very GoodFrom 2 reviews
Tocville Gardens And Suites,"Port Harcourt, Rivers - Ada-George Road, Near Kala Police Post, Rumuepirik...",InternetRestaurantPoolBarGym,"₦8,000avg/night",
Mckay Resort Suites ,"Port Harcourt, Rivers - No 35 Uniport Road Opposite Everich Choba",RestaurantPool,"₦5,000avg/night",
The Riviera Homes Golf Resort,"Port Harcourt, Rivers - 15, Ernest Ikoli Street, Old GRA",InternetRestaurantBar,"₦21,500avg/night",8.8 ExcellentFrom 1 review
Dotina Hotel ,", Rivers - No: 23 Echichinwo Street & Chief J. Ogbonda Avenue...",RestaurantBar,"₦6,000avg/night",
NNPC COOP RESORT,", Rivers - 6 ELEME STREET OFF ERNEST IKOLI, BEHIND GOVERNMENT...",RestaurantPoolBarGym,"₦10,000avg/night",
Twinkles Hotel,"Port Harcourt, Rivers - 8 Graceland Avenue,Tombia Extension, GRA Phase 2",PoolBar,"₦12,000avg/night",
Embel Hotels,"Port Harcourt, Rivers - 13 Eliowhani/ Rumunduru Road, Obio Akpor",RestaurantBar,"₦6,500avg/night",
Samaritan Hotels Limited,"Port Harcourt, Rivers - 27-31 Olozu Street,Off Stadium Road",InternetRestaurantBar,"₦7,000avg/night",
DANETO HOTEL AND CONFERENCE LTD,"Port Harcourt, Rivers - No. 8 Rehoboth Drive Off Egbo Etche Road Eleme Jun...",RestaurantBar,"₦10,000avg/night",
Chekwa Guest House ,"Port Harcourt, Rivers - 10 0nwuchekwa Avenue, Elelenwo",,"₦2,500avg/night",
Pixy Hotels,"Port Harcourt, Rivers - Road 2-Pixy Avenue, Oroazi Layout.",RestaurantPoolBar,"₦7,000avg/night",10.0 ExcellentFrom 1 review
Arcania Hotel,"Port Harcourt, Rivers -  5 Ada George, ",RestaurantBar,"₦4,000avg/night",6.8 Very GoodFrom 1 review
Amam Hotels Limited,"Port Harcourt, Rivers - No 2, Okomoko Street D/Line, Rumuepirikom, Port Ha...",RestaurantBar,"₦6,500avg/night",
Mekan Hotels,"Port Harcourt, Rivers - 17 Old Refinery Road, Akpajo, Eleme",,"₦5,000avg/night",
Grand Montecito Hotels ,"Port Harcourt, Rivers - Plot F/33, Sani Abacha Road, Close 303 GRA Phase 3",Restaurant,"₦10,000avg/night",4.7 GoodFrom 2 reviews
Tropicana Hotel,"Ahoada, Rivers - Upata Road",,"₦5,000avg/night",
Aldgate Hotels,"Port Harcourt, Rivers - 20B King Perekule Street G.R.A Phase II",RestaurantBar,"₦8,050avg/night",7.2 Very GoodFrom 10 reviews
Amanda Hotels,"Port Harcourt, Rivers - Plot 317 Woji Road G.R.A Phase II,",RestaurantBar,"₦12,000avg/night",5.6 GoodFrom 3 reviews
City View Hotels,"Port Harcourt, Rivers - Plot 15/17, Close 2, Akwara Avenue, Off Orazi/ Eba...",InternetRestaurant,"₦7,000avg/night",5.8 GoodFrom 2 reviews
"Hatfield Hotel, Port Harcourt","Port Harcourt, Rivers - 4 Ogbonda St, Total/Elf Village Rd, Shell R.A, 1st...",InternetRestaurantPoolBarGym,"₦9,500avg/night",7.9 Very GoodFrom 4 reviews
Claridon Hotels ,"Port Harcourt, Rivers - 273/274 Aba Expressway, Rumuogba",RestaurantPoolBarGym,"₦25,200avg/night",3.6 FairFrom 1 review
NorthCrest Hotel,"Port Harcourt, Rivers - 100 Grace Avenue, Along NDDC Road, Opposite Eckank...",RestaurantBar,"₦8,000avg/night",7.2 Very GoodFrom 1 review
Libac Hotels,"Port Harcourt, Rivers - KM16 Portharcort Int'l Airport Road, Opp. Police D...",InternetRestaurant,"₦8,000avg/night",
EDITIMS HOTELS LIMITED,"Port Harcourt, Rivers - 15 Ebara Orazi, Rumueme, Obio Akpor P.H",,"₦15,000avg/night",
Diana Hotels ,"Port Harcourt, Rivers - 42B Obi Wali Road, Rumuigbo",RestaurantBar,"₦6,000avg/night",
Bluxton Hill Hotel,"Port Harcourt, Rivers - 30 Hilltop Drive Rumukalagbor ",RestaurantBarGym,"₦12,000avg/night",10.0 ExcellentFrom 2 reviews
Oasis Green ,"Portharcourt, Rivers - 3 Nyenwenwo Avenue Hillview (Cocain) Estate Rumuog...",Restaurant,"₦10,000avg/night",
Igoni Palace Hotel View Hotel,"Port Harcourt., Rivers - No. 1 Igoni Lane, Off NNPC Refinery Main Gate, Aba...",InternetRestaurantPoolBar,"₦10,000avg/night",3.2 FairFrom 1 review
Savvy Sunny Suites,"Port Harcourt, Rivers - 6 Nwankpa Close Off Okoro Road, Artillery",Restaurant,"₦7,000avg/night",
Rayjok Hotel And Suites,"Port Harcourt, Rivers - 10 East-West Road, Port Harcourt",InternetBar,"₦13,000avg/night",
Resdon Hotel And Suites," Port Harcourt, Rivers - 32, Christ Avenue Off Igbo Etche Road, Rumuokwurus...",,"₦10,000avg/night",
De Revelation Hotel,"Port Harcourt, Rivers - No 8 Ezimgbu (Mummy B) Road GRA Junction ",RestaurantBar,"₦15,000avg/night",
Salen Hotels,"Port Harcourt, Rivers - No 3 Obudo Street Along Nta Road Mbuogba",,"₦3,000avg/night",
Elizabeth Suites,"Bonny Island, Rivers - 20 Abalamabie Road, Bonny Island, Bonny Town, Bonn...",InternetRestaurantBar,"₦6,000avg/night",8.8 ExcellentFrom 1 review
Nuton Sofia Hotel,"Port Harcourt, Rivers - 7 Chief John Wobeo Street, Off Agip Road, Mgbuosim...",InternetBar,"₦3,500avg/night",
Chanhassen Lodge Limited,"Rumuokoro, Rivers - 77 Rumuagholu, Rumuokoro, Port Harcourt, Nigeria",InternetRestaurantBar,"₦7,000avg/night",
Mikeze Hotels,"Port Harcourt, Rivers - 2 Elder Ezebunno Street, Off Obiwali Road Rumuigbo",RestaurantBar,"₦4,000avg/night",
CrownGate Guest House,"Port Harcourt, Rivers -  2 Emmanuel Street, Off NTA Road Mgbuoba",RestaurantBar,"₦4,500avg/night",
Afrique Express Guest House Eneka,"Port Harcourt, Rivers - Along Rukpoko Road, Eneka",,"₦5,000avg/night",
Afrique Express Guest House Akpajo 1,"Port Harcourt, Rivers - 1 Adonai Bus Stop, Akpajo Eleme Road, Along Eleme/...",,"₦5,000avg/night",
Opami Suites,"Port Harcourt, Rivers - 5/7 Igwe Avenue Off Woji Road By Railway Junction,...",,"₦3,500avg/night",
Luna Hotels,"Port Harcourt, Rivers - 204 Aba Road",,"₦3,000avg/night",
Larritel Hotels Limited,"Port Harcourt, Rivers - No 166 NTA Choba Road",RestaurantBar,"₦4,500avg/night",
Nikky Suites And Hotel,"Port Harcourt, Rivers - 9 Circular Road, GRA Phase 3.",RestaurantBar,"₦13,500avg/night",8.0 ExcellentFrom 2 reviews
The Residency Hotel,"Port Harcourt, Rivers - Plot 4 PJA Close By Christ Embassy Rumuigbo Off Ps...",InternetRestaurantBar,"₦6,000avg/night",6.4 Very GoodFrom 2 reviews
Oyinmola Guest House,"Port Harcourt, Rivers - 5 Christ Avenue Opposite,FGGC Abuloma.",RestaurantPoolBar,"₦5,000avg/night",
Southern Star Hotel ,"Port Harcourt, Rivers - 1 Achinewhu Close, Eliada Estate, Adjacent To Prim...",RestaurantBar,"₦35,000avg/night",8.8 ExcellentFrom 1 review
O'Cee White Hotels Limited,"Port Harcourt, Rivers - 52 Uniport Road Choba",Restaurant,"₦2,600avg/night",
Isreal Hotels &  Suites,"Port Harcourt, Rivers - Off Airport International Road, Iguruta Ikwerre Lo...",,"₦3,000avg/night",
Uga Link Hotel,"Port Harcourt, Rivers - 9/11 Odumini Lane, Road 24 Extension A, Agip Estat...",,"₦5,000avg/night",
Daveange Hotel,"Port Harcourt, Rivers - 11 Daniel Okocha, Street Off Psychiatric Road Rumu...",InternetRestaurantPoolBarGym,"₦7,000avg/night",8.4 ExcellentFrom 2 reviews
Titie Hotel,", Rivers - Plot 235, Iyowuna Drive, Off Peter Odili Road",InternetRestaurantBar,"₦10,000avg/night",
Ebisa Hotel,"Port Harcourt, Rivers - 5 Timothy Lane, Rumuola",,"₦2,200avg/night",
CSKR Hotels Ltd,"Port Harcourt, Rivers - Plot 7/9, Close 6B, Off Circular Road, Elekahia Ho...",InternetRestaurantBarGym,"₦13,860avg/night",
De Reggys Hotels ,"Port Harcourt, Rivers - 76 Nkpolu, Rumuigbo Road.",InternetRestaurantBar,"₦5,000avg/night",
Alu Suites,"Port Harcourt, Rivers -  4 Kala Road, Behind Kala Police Station, Mile 4 R...",RestaurantBarGym,"₦10,500avg/night",5.8 GoodFrom 1 review
Afrique Express Hotel,"Port Harcourt, Rivers - NO. 39 East West Road Rumekini ",PoolBar,"₦3,000avg/night",
Kendar Hotels ,"Ikwerre, Rivers - 9 Igwuruta Eneka Road, Omueke",RestaurantBar,"₦3,000avg/night",10.0 ExcellentFrom 1 review
Rosemary Miracle Guest House,"Port Harcourt, Rivers - Christ Close Nvigwe Road, Woji, ",,"₦3,000avg/night",
Hesteria Hotels,"Port Harcourt, Rivers - 17 / 19 Dick Wami Street, Off Abacha Rd, GRA Phase...",RestaurantBar,"₦28,000avg/night",
Neben Hotel,"Port Harcourt, Rivers - 3 Dan Close Off Bishop Dimiere GRAphase 2",RestaurantBar,"₦8,000avg/night",
Monago Hotel,"Port Harcourt, Rivers - 8-10 Monago Close, East West Road, Rumuodara, Obio...",RestaurantBar,"₦5,250avg/night",
301 Hotel,"Port Harcourt, Rivers -  301 Woji Road, GRA Phase 2. ",RestaurantBar,"₦8,000avg/night",
365 SUITE,"Port Harcourt, Rivers - Cool Side Bar, Refinery Road, Eleme ",RestaurantBar,"₦15,000avg/night",
Hobsviano Hotel,"Port Harcourt, Rivers - No 6 Ogwuorlu Road Off Airport Behind Big Treat Ba...",,"₦3,000avg/night",5.7 GoodFrom 2 reviews
Chri Beam Hotels ,"Port Harcourt, Rivers - 1/3, Ohiamini Road, Elekahia,",,"₦5,000avg/night",
Belleza De Sophia Hotel Limited,"Port Harcourt, Rivers - Plot 10 Eastern Bye Pass, Opposite Redemption Mini...",,"₦24,000avg/night",
Orama Hotel,"Port Harcourt, Rivers - No 3 Okoa Rumuokwata ",Restaurant,"₦3,000avg/night",
Afrique Express Guest House Aleto Eleme,"Port Harcourt, Rivers - Bori Expressway",,"₦5,000avg/night",
Pachik Suites,"Port Harcourt, Rivers - 2 Akwaka Phase 3 Junction, By Pass, Off Obio Akpor...",RestaurantBar,"₦7,000avg/night",
Royal Afrique Hotels Oyibo,"Port Harcourt, Rivers - Along Eleme Access Road, Umusoya",RestaurantPoolBar,"₦5,000avg/night",
Oil Rig Camp Hotels,"Port Harcourt, Rivers - 5, Oworu Street, Off Ekere Street, Rumubiakani, Po...",,"₦6,000avg/night",
Obennis Suite,"Port Harcourt, Rivers - 001 Rumahoulu Road",,"₦4,000avg/night",
Afrik Twist Cuisine &  Pub,"Port Harcourt, Rivers - 16 Choba Street Off Agudama Street DL",RestaurantBar,"₦8,000avg/night",
Friakon Hotel,"Port Harcourt, Rivers - Aluu Junction, Rukpokwu, Police Check Point",,"₦5,000avg/night",
Aleruchi Guest House,"Port Harcourt, Rivers - East West Road, Rumuopoku",,"₦3,000avg/night",
Helena Haven Hotels,"Port Harcourt, Rivers - K/M 1 East-West Road,  By Choba Police Station,  C...",InternetPoolBar,"₦12,000avg/night",7.5 Very GoodFrom 4 reviews
Nicon Hotel (Shut Down),"Port Harcourt, Rivers - 6 Benjamin Opara Street, Off Olu Obasanjo Road, GR...",Internet,"₦18,500avg/night",4.0 GoodFrom 2 reviews
Vhelbherg Imperial Hotel ,"Port Harcourt, Rivers - 112/112A BANK ANTHONY AVENUE,OFF ORDINANCE ROAD,TR...",InternetRestaurantBar,"₦18,000avg/night",4.0 GoodFrom 1 review
OTEGA HOTEL & SUITES,"Rumubiakani, Rivers - House No 12/13, Rumuobiakani Housing Estate, Enugu...",,"₦6,000avg/night",6.0 Very GoodFrom 1 review
Mainland Hotels Limited,"Port Harcourt, Rivers - 29 Jetty Road, Abuloma.",Restaurant,"₦3,000avg/night",
Au-delÃ  Des FrontiÃ¨res Hotel,"Port Harcourt, Rivers - 42 Tombia Extension, G.R.A, Port-Harcourt",InternetRestaurantPoolBar,"₦12,000avg/night",
Royal Residence Hotel,"Port Harcourt, Rivers - Plot 152 Tombia Street  GRA Phase I",RestaurantBar,"₦14,400avg/night",8.6 ExcellentFrom 1 review
Erijoy Hotels Limited ,"Port Harcourt, Rivers - 5 Trans Amadi Road, Rumuobiakani",RestaurantPoolBarGym,"₦6,000avg/night",10.0 ExcellentFrom 1 review
Dos Royal Hotels ,"Port Harcourt, Rivers - 15th Ohiamni Road Runmola Behinde Owoma Motel",,"₦5,000avg/night",
Muriela Hotels Limited,"Port Harcourt, Rivers -  7 Wokekoro Street Amadi Flat, Old GRA, Port Harco...",,"₦10,000avg/night",
Skill Hotel,"Port Harcourt, Rivers - 2 Eliparanwo Road, Off Ada George Road.",RestaurantBar,"₦4,000avg/night",
Royal Paragon Hotel,"Port Harcourt, Rivers - KM 2  COE/Iwofe Road, Rumueprikom",,"₦11,000avg/night",
EBEKENDY HOTEL ,"Port Harcourt,, Rivers - Plot 70,Graceland Road Tombia Extension, Phase 2 G...",RestaurantBar,"₦20,000avg/night",
Banitex Hotel ,"Port Harcourt, Rivers - 121 NTA Road Mgbuoba ",RestaurantBar,"₦5,000avg/night",
Dumon Hotel ,"Port Harcourt, Rivers - 15A, Post Office Road, Woji,",,"₦4,500avg/night",
Charmarian  Hotel (former De Eugene's Hotel),"Port Harcourt, Rivers - 15 Farm Road 1 Eliozu",RestaurantBar,"₦7,000avg/night",
ROYAL VANTAGE HOTEL & SUITES ,", Rivers - 20 Rotimi Amaechi Drive, GRA, (The Road Beside Cas...",,"₦10,000avg/night",
Dar Thery Suites,"Port Harcourt, Rivers - 4 Wisdom Close,By NEPA Office Off Obiwali Road",PoolBar,"₦6,000avg/night",
Chookies Guest House,"Port Harcourt, Rivers - 5 Lion Street, Woji",,"₦3,000avg/night",
Ohakwu Guest House,"Port Harcourt, Rivers - No 45 Uniport Road By SDA Stop ",,"₦3,000avg/night",
Gade Place Hotel,"Port Harcourt, Rivers -  3 East West Road, Obiri Ikwerre Junction, By Airp...",RestaurantPoolBar,"₦10,000avg/night",
Limewood Hotel Port Harcourt,"Port -Harcourt, Rivers - Plot F 1B, Abacha Road,  GRA Phase 3, G.R.A. Port ...",RestaurantPool,"₦61,740avg/night",
Goshen Grand Hotel ,"Port Harcourt, Rivers - George Otuonye Crescent, Off Elelenwo Road, Behind...",RestaurantBar,"₦8,000avg/night",
Sophiella Hotels Limited,"Port Harcourt, Rivers -  2 Turujan By Pass, Off Okilo Road Abuloma",RestaurantBar,"₦3,500avg/night",
18 04 Hotel,"Port Harcourt, Rivers - Elder Owhor Avenue, Off Elekahia, Rumuokalaghor Li...",Restaurant,"₦15,000avg/night",
Sevilla Hotels,"Port Harcourt, Rivers - 2 Marshall Close, Off Mife Road, Rumogba Estate",,"₦8,000avg/night",
 Aristo House Hotel ,"Port Harcourt, Rivers - 41 Greg Ogbeifun Street, G.R.A, Phase 3",RestaurantBar,"₦20,000avg/night",
Varlin Hotel,"Port Harcourt, Rivers -  1 Marine Close Off, Rumuoke By Kala Police Post.",,"₦4,400avg/night",
Edobi Suites,"Port Harcourt, Rivers - Plot 87/88 Estate Road, Rumuogba Estate. Rumuogba",,"₦9,000avg/night",
Compass Hotel And Suite,"Port Harcourt, Rivers - 3 Chief Onuaha Street, East-West Road, Rumuodara, ...",RestaurantBar,"₦4,950avg/night",
Suru Hotels,"Obio-Akpor, Rivers - 1, Chukwu Close, Rumuodomaya",RestaurantBar,"₦4,000avg/night",
De-Lasmall Hotel And Resort,"Port Harcourt, Rivers - 9 Rumukalagbor/Elekahia Link Road, Off Waterlines,...",RestaurantPoolBar,"₦20,000avg/night",
Chenice Garden Hotel,"Port Harcourt, Rivers - 94 Market Road, Umuahia",,"₦6,900avg/night",10.0 ExcellentFrom 1 review
Bishop House Hotel,"Port Harcourt, Rivers - 35, Ndele Street, D Line, ",InternetRestaurantPoolBarGym,"₦10,000avg/night",
"Millenium Hotel, Port Harcourt","Port Harcourt, Rivers - Plot 3, Ovonwo Lane, Rumuagholu, Port Harcourt, Ri...",RestaurantBar,"₦3,000avg/night",
Lasmall Suites," Port Harcourt, Rivers -  2 Oroma Close, Off Oluobasanjo Rd, D/line. GRA",RestaurantBar,"₦10,000avg/night",
Mira Hotels Limited,"Port Harcourt, Rivers - 23, Igbodo Street, Old GRA, ",,"₦9,000avg/night",
Chenice Garden Hotel (Annex),"Port Harcourt, Rivers - 94 Market Road, Rumumasi",,"₦10,000avg/night",
D2D Homes & Lounge ,"Port Harcourt, Rivers - 30/32 Elelenwo Street, GRA.",RestaurantBar,"₦15,000avg/night",
Crib Delaroke (Same As Cribville Lifestyle Hotel),"Port Harcourt, Rivers - No 17b William Jumbo Street, Old G.R.A, Port Harco...",InternetRestaurantPoolBarGym,"₦30,000avg/night",
Driff Angelos Hotels ,"Port Harcourt, Rivers - Success Avenue, Happy Street, Rukpokwu, Port Harco...",RestaurantBar,"₦5,000avg/night",
Bevaluable Banquet ,"Port Harcourt, Rivers - 1, Bevaluable Avenue, Ozuoba, Port Harcourt, Niger...",InternetRestaurantBar,"₦8,400avg/night",
La Wealth Hotel,"Port Harcourt, Rivers - Pipe Line Road, Rupkokwu, Okporo, Off Vondorix Roa...",Restaurant,"₦2,500avg/night",
BLOOMS SPOT HOTEL AND APARTMENT,", Rivers - Eagle Island, Port Harcourt",Bar,"₦12,000avg/night",
Wole's Guest House,"Port Harcourt, Rivers -  1 Logo Avenue By Bakers Palace, Off Abuloma Road",RestaurantBar,"₦8,500avg/night",From 1 review
De Infinity Sky Suite,"Port Harcourt, Rivers - Police Post, Off New Airport Road",RestaurantBar,"₦7,000avg/night",
Chivo Hotel,"Port Harcourt, Rivers - Opposite White House, Along Airport House",Bar,"₦4,000avg/night",
Penguin Hotel,"Port Harcourt, Rivers - No 10 Ehio Street Off Road Mbougba",,"₦4,500avg/night",
Harmony Guest Home,", Rivers - 179 Abuloma Road",,"₦6,000avg/night",
